Scientific Name,SSID,QID,WordNet Definition,Wikidata Description,Status,Accept,
Spatula discors,01851094-n,Q28106778,American teal,species of bird,No taxon match,TRUE,
Cortaderia richardii,12135900-n,Q28819289,tall grass of New Zealand grown for plumelike flower heads,species of plant,No taxon match,TRUE,
Nemophila aurita,12858563-n,Q38540662,straggling California annual herb with deep purple or violet flowers; sometimes placed in genus Nemophila,species of plant,No taxon match,TRUE,
Dentaria diphylla,11902895-n,Q38543011,North American herb with pungent scaly or toothed roots,species of plant,No taxon match,TRUE,
Poinciana gilliesii,12510320-n,Q39124556,a tropical flowering shrub having bright orange or red flowers; sometimes placed in genus Poinciana,species of plant,No taxon match,TRUE,
Poinciana regia,12515299-n,Q39140050,showy tropical tree or shrub native to Madagascar; widely planted in tropical regions for its immense racemes of scarlet and orange flowers; sometimes placed in genus Poinciana,species of plant,No taxon match,TRUE,
Martynia fragrans,12896621-n,Q39250360,a herbaceous plant of the genus Proboscidea,species of plant,No taxon match,TRUE,
Fumaria fungosa,11930333-n,Q39508432,vine with feathery leaves and white or pinkish flowers; sometimes placed in genus Fumaria,species of plant,No taxon match,TRUE,
Hibiscus farragei,12206376-n,Q50843030,southern and western Australian shrub with unlobed or shallowly lobed toothed leaves and purple flowers; sometimes placed in genus Hibiscus,species of plant,No taxon match,TRUE,
Pimenta officinalis,12351780-n,Q50851095,tropical American tree having small white flowers and aromatic berries,species of plant,No taxon match,TRUE,
Phaseolus angularis,12598191-n,Q50852942,bushy annual widely grown in China and Japan for the flour made from its seeds,species of plant,No taxon match,TRUE,
Nymphaea stellata,11736636-n,Q87581437,blue lotus of India and southeastern Asia,,No taxon match,TRUE,
Gentiana procera,12317627-n,Q110918102,small blue-flowered fringed gentian of east central North America,,No taxon match,TRUE,
Prunus persica,12668806-n,Q13189,cultivated in temperate regions,species of fruit tree (for the fruit use Q13202263),No taxon match,TRUE,
Coryphaena hippurus,02584851-n,Q14443,the more common dolphinfish valued as food; about six feet long,species of fish,No taxon match,TRUE,
Origanum majorana,12874242-n,Q22694,aromatic European plant native to Mediterranean and Turkey; not widespread in Europe,species of plant,No taxon match,TRUE,
Cuniculus paca,02368953-n,Q33936,large burrowing rodent of South America and Central America; highly esteemed as food,species of mammal,No taxon match,TRUE,
Ginkgo biloba,11684869-n,Q43284,deciduous dioecious Chinese tree having fan-shaped leaves and fleshy yellow seeds; exists almost exclusively in cultivation especially as an ornamental street tree,species of Ginkgo tree,No taxon match,TRUE,
Milvus migrans,01611455-n,Q80362,dark Old World kite feeding chiefly on carrion,species of bird,No taxon match,TRUE,
Ursus thibetanus,02136356-n,Q124410,bear with a black coat living in central and eastern Asia,species of mammal,No taxon match,TRUE,
Neisseria gonorrhoeae,01368526-n,Q131129,the pus-producing bacterium that causes gonorrhea,species of bacterium,No taxon match,TRUE,
Pinus edulis,11630498-n,Q133096,small compact two-needled pinon of southwestern United States; important as a nut pine,species of plant,No taxon match,TRUE,
Picea pungens,11647036-n,Q146025,tall spruce with blue-green needles and dense conic crown; older trees become columnar with lower branches sweeping downward,species of plant,No taxon match,TRUE,
Juniperus sabina,11658442-n,Q148630,procumbent or spreading juniper,species of plant,No taxon match,TRUE,
Barbarea vulgaris,11894550-n,Q157285,noxious cress with yellow flowers; sometimes placed in genus Sisymbrium,species of plant,No taxon match,TRUE,
Astrantia major,12954934-n,Q158066,European herb with aromatic roots and leaves in a basal tuft and showy compound umbels of white to rosy flowers,species of plant,No taxon match,TRUE,
Hippocrepis comosa,12555759-n,Q158369,European woody perennial with yellow umbellate flowers followed by flattened pods that separate into horseshoe-shaped joints,species of plant,No taxon match,TRUE,
West Nile virus,01335581-n,Q158856,the flavivirus that causes West Nile encephalitis,species of virus,No taxon match,TRUE,
Lathyrus hirsutus,12560069-n,Q159773,a weak-stemmed winter annual native to Mediterranean region for long established in southern United States; cultivated as a cover and pasture crop,species of plant,No taxon match,TRUE,
Lotus tetragonolobus,12566370-n,Q160889,sprawling European annual having a 4-winged edible pod,species of plant,No taxon match,TRUE,
Salsola kali,11855123-n,Q163655,bushy plant of Old World salt marshes and sea beaches having prickly leaves; burned to produce a crude soda ash,species of plant,No taxon match,TRUE,
Helianthus annuus,11999182-n,Q171497,annual sunflower grown for silage and for its seeds which are a source of oil; common throughout United States and much of North America,species of flowering plant in the family of Asteraceae,No taxon match,TRUE,
Mandrillus leucophaeus,02489710-n,Q221434,similar to the mandrill but smaller and less brightly colored,species of primate,No taxon match,TRUE,
Pinus jeffreyi,11635164-n,Q251370,tall symmetrical pine of western North America having long blue-green needles in bunches of 3 and elongated cones on spreading somewhat pendulous branches; sometimes classified as a variety of ponderosa pine,species of plant,No taxon match,TRUE,
Artemisia cana,12034554-n,Q583160,low much-branched perennial of western United States having silvery leaves; an important browse and shelter plant,species of plant,No taxon match,TRUE,
Pinus monophylla,11630666-n,Q583885,pinon of southwestern United States having solitary needles and often many stems; important as a nut pine,species of plant,No taxon match,TRUE,
Pinus flexilis,11634318-n,Q594993,western North American pine with long needles and very flexible limbs and dark-grey furrowed bark,species of plant,No taxon match,TRUE,
Mahonia nervosa,11720220-n,Q647429,small shrub with grey-green leaves and yellow flowers followed by glaucous blue berries,species of plant,No taxon match,TRUE,
Meriones unguiculatus,02346922-n,Q649817,a gerbil that is popular as a pet,species of mammal,No taxon match,TRUE,
Eupatorium cannabinum,11988804-n,Q744339,coarse European herb with palmately divided leaves and clusters of small reddish-purple flower heads,species of plant,No taxon match,TRUE,
Viverra zibetha,02138262-n,Q757265,common civet of India and southeast Asia,species of mammal,No taxon match,TRUE,
Pinus banksiana,11636058-n,Q806838,slender medium-sized two-needled pine of eastern North America; with yellow-green needles and scaly grey to red-brown fissured bark,species of plant,No taxon match,TRUE,
Blechnum spicant,13206167-n,Q925696,fern with erect fronds of Europe and western North America; often cultivated for deer browse,species of plant,No taxon match,TRUE,
Aleuria aurantia,13050520-n,Q1251715,a discomycete with bright orange cup-shaped or saucer-shaped fruiting bodies and pale orange exteriors,species of fungus,No taxon match,TRUE,
Lachnolaimus maximus,02611177-n,Q1278753,large wrasse of western Atlantic; head of male resembles a pig's snout,species of fish,No taxon match,TRUE,
Dendroica coronata,01572064-n,Q1294154,similar to Audubon's warbler,species of bird,No taxon match,TRUE,
Anthrenus scrophulariae,02173251-n,Q1310700,a small black and red and white carpet beetle,species of beetle,No taxon match,TRUE,
Yucca carnerosana,12503596-n,Q1466312,arborescent yucca of southwestern United States and northern Mexico with sword-shaped leaves and white flowers,species of plant,No taxon match,TRUE,
Opsanus tau,02551320-n,Q1524360,bottom-dwelling fish having scaleless slimy skin and a broad thick head with a wide mouth,species of fish,No taxon match,TRUE,
Mentzelia laevicaulis,12056100-n,Q1529926,biennial of southwestern United States having white stems and toothed leaves that is grown for its large pale yellow flowers that open in early morning,species of plant,No taxon match,TRUE,
Leotia lubrica,13049697-n,Q1552223,a discomycete that develops in clusters of slippery rubbery gelatinous fruiting bodies that are dingy yellow to tan in color,species of fungus,No taxon match,TRUE,
Disciotis venosa,13053378-n,Q1553596,an edible morel with a cup-shaped or saucer-shaped fruiting body can be up to 20 cm wide; the fertile surface inside the cup has wrinkles radiating from the center; can be easily confused with inedible mushrooms,species of fungus,No taxon match,TRUE,
Clianthus puniceus,12537582-n,Q1616054,evergreen shrub with scarlet to white clawlike or beaklike flowers; New Zealand,species of plant,No taxon match,TRUE,
Urnula craterium,13051953-n,Q1738729,an urn-shaped discomycete with a nearly black interior,species of fungus,No taxon match,TRUE,
Mentzelia lindleyi,12056376-n,Q1826239,annual grown especially for its fragrant golden nocturnal flowers,species of plant,No taxon match,TRUE,
Artemisia tridentata,12034993-n,Q2117903,aromatic shrub of arid regions of western North America having hoary leaves,species of plant,No taxon match,TRUE,
Terrapene ornata,01672013-n,Q2302528,primarily a prairie turtle of western United States and northern Mexico,species of reptile,No taxon match,TRUE,
Sphyraena barracuda,02606170-n,Q2306485,large (up to 6 ft) greyish-brown barracuda highly regarded as a food and sport fish; may be dangerous to swimmers,species of Actinopterygii,No taxon match,TRUE,
Senecio triangularis,12032979-n,Q2465957,perennial with sharply toothed triangular leaves on leafy stems bearing a cluster of yellow flower heads; moist places in mountains of western North America,species of plant,No taxon match,TRUE,
Merluccius bilinearis,02527290-n,Q2554744,found off Atlantic coast of North America,species of fish,No taxon match,TRUE,
Anaxyrus debilis,01649674-n,Q2665299,small green or yellow-green toad with small black bars and stripes,species of amphibian,No taxon match,TRUE,
Scutellaria lateriflora,12888779-n,Q2701473,an American mint that yields a resinous exudate used especially formerly as an antispasmodic,species of plant,No taxon match,TRUE,
Symbion pandora,02317676-n,Q2714238,only known species of Cycliophora; lives symbiotically attached to a lobster's lip by an adhesive disk and feeding by means of a hairy mouth ring; its complex life cycle includes asexual and sexual phases,species of marine animal,No taxon match,TRUE,
Gentiana calycosa,12315059-n,Q3007193,tufted sometimes sprawling perennial with blue flowers spotted with green; western North America,species of plant,No taxon match,TRUE,
Lycopodium obscurum,13244608-n,Q3281399,"a variety of club moss, commonly called ground pine, prince's pine, or princess pine (Lycopodium obscurum)",species of plant,No taxon match,TRUE,
Pinus cembroides,11630313-n,Q3506511,a small two-needled or three-needled pinon of Mexico and southern Texas,"species of plant, Mexican pinyon",No taxon match,TRUE,
Machupo virus,01333829-n,Q3560886,the RNA virus that causes Bolivian hemorrhagic fever; carried by rats and mice,species of virus,No taxon match,TRUE,
Coreopsis maritima,11977983-n,Q4232932,stout herb with flowers one to a stalk; ornamental developed from a Mexican wildflower,species of plant,No taxon match,TRUE,
Lithobates clamitans,01644380-n,Q4667968,similar to bullfrog; found in or near marshes and ponds; of United States and Canada,species of amphibian,No taxon match,TRUE,
